time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-03 00:00:00+00:00,11,7,0,0
2026-04-04 00:00:00+00:00,9,6,0,0
2026-04-05 00:00:00+00:00,16,7,0,0
2026-04-06 00:00:00+00:00,2,2,0,0
2026-04-07 00:00:00+00:00,10,4,0,0
2026-04-08 00:00:00+00:00,19,8,0,0
2026-04-09 00:00:00+00:00,16,5,0,0
2026-04-10 00:00:00+00:00,28,7,0,0
2026-04-11 00:00:00+00:00,25,11,0,0
2026-04-12 00:00:00+00:00,15,6,0,0
2026-04-13 00:00:00+00:00,35,11,0,0
2026-04-14 00:00:00+00:00,11,4,0,0
2026-04-15 00:00:00+00:00,24,7,0,0
2026-04-16 00:00:00+00:00,19,5,0,0
